Name	ItemGenre	DetailType	ParticularType	Image	ObjDrop	Width	Height	Descript	Series	Price	Level	Magic1	Min1	Max1	Magic2	Min2	Max2	Magic3	Min3	Max3	Magic4	Min4	Max4	Magic5	Min5	Max5	Magic6	Min6	Max6	Magic7	Min7	Max7	Require1	Data1	Require2	Data2	Require3	Data3	Require4	Data4	Require5	Data5	Require6	Data6	DefMagic1_0	DefMagic1_10	DefMagic2_0	DefMagic2_10	DefMagic3_0	DefMagic3_10	DefMagic4_0	DefMagic4_10	DefMagic5_0	DefMagic5_10	DefMagic6_0	DefMagic6_10	Group	NeedToActive1	NeedToActive2	SetId	ExpandMagic1	ExpandMagic2
Kim ¤ Bµn Nh­îc Giíi §ao	0	0	1	\spr\item\equip\closeweapon\obj-blade25.spr	10	1	4	Trang bÞ HuyÒn Kim, Kim ¤ bé trang bÞ ThiÕu L©m §ao Ph¸p mãn thø 7	0	99999	10	28	40	40	29	114	114	167	-30	-30	31	99	99										36	120	39	0									1352	1352	855	856	1078	1079	1018	1019	1335	1336	1295	1296	200
Kim ¤ Bµn Nh­îc T¨ng Hµi	0	5	1	\spr\item\equip\boots\obj-shoes21.spr	26	2	2	Trang bÞ HuyÒn Kim, Kim ¤ bé trang bÞ ThiÕu L©m §ao Ph¸p mãn thø 8	2	99999	10	30	160	160	31	80	80																36	120	39	0									956	957	895	896	976	976	1198	1199	1258	1259	1295	1296	200
Kim ¤ Bµn Nh­îc Yªu Trôy	0	9	1	\spr\item\equip\waist\obj-waist25.spr	36	1	2	Trang bÞ HuyÒn Kim, Kim ¤ bé trang bÞ ThiÕu L©m §ao Ph¸p mãn thø 9	1	99999	10																						36	120	39	0									955	956	875	876	975	977	1018	1019	1335	1336	1295	1296	200
Kim ¤ Bµn Nh­îc H¹ Giíi	0	3	0	\spr\item\equip\ring\obj-ring22.spr	37	1	1	Trang bÞ HuyÒn Kim, Kim ¤ bé trang bÞ ThiÕu L©m §ao Ph¸p mãn thø 10	3	99999	10																						36	120	39	0									955	956	915	916	975	977	1218	1219	1335	1336	1295	1296	200
Kim ¤ ChÊn Nh¹c LiÖm	0	4	1	\spr\item\equip\nick\obj-neck22.spr	36	2	1	Trang bÞ HuyÒn Kim, Kim ¤ bé trang bÞ Thiªn V­¬ng Chïy Ph¸p mãn thø 1	0	99999	10																						36	120	39	1									955	956	855	856	976	976	1018	1019	998	999	1295	1296	201
Kim ¤ ChÊn Nh¹c Kh«i	0	7	4	\spr\item\equip\cap\obj-ma-cap23.spr	31	2	2	Trang bÞ HuyÒn Kim, Kim ¤ bé trang bÞ Thiªn V­¬ng Chïy Ph¸p mãn thø 2	2	99999	10	30	360	360	31	85	85																36	120	39	1									956	957	895	896	975	977	1198	1199	1335	1336	1295	1296	201
Kim ¤ ChÊn Nh¹c Th­îng Giíi	0	3	0	\spr\item\equip\ring\obj-ring17.spr	37	1	1	Trang bÞ HuyÒn Kim, Kim ¤ bé trang bÞ Thiªn V­¬ng Chïy Ph¸p mãn thø 3	1	99999	10																						36	120	39	1									955	956	875	876	976	976	1018	1019	1335	1336	1295	1296	201
Kim ¤ ChÊn Nh¹c Thóc UyÓn	0	8	1	\spr\item\equip\bangle\obj-bangle22.spr	34	1	2	Trang bÞ HuyÒn Kim, Kim ¤ bé trang bÞ Thiªn V­¬ng Chïy Ph¸p mãn thø 4	3	99999	10	30	135	135	31	80	80																36	120	39	1									956	957	915	916	975	977	1218	1219	1335	1336	1295	1296	201
Kim ¤ ChÊn Nh¹c Yªu §¸i	0	6	1	\spr\item\equip\sash\obj-sash22.spr	33	2	1	Trang bÞ HuyÒn Kim, Kim ¤ bé trang bÞ Thiªn V­¬ng Chïy Ph¸p mãn thø 5	4	99999	10	30	160	160	31	80	80																36	120	39	1									956	957	935	936	976	976	1178	1179	1335	1336	1295	1296	201
Kim ¤ ChÊn Nh¹c Kh¶i	0	2	4	\spr\item\equip\armor\obj-ma-cloth23.spr	23	2	3	Trang bÞ HuyÒn Kim, Kim ¤ bé trang bÞ Thiªn V­¬ng Chïy Ph¸p mãn thø 6	0	99999	10	30	720	720	31	90	90																36	120	39	1									956	957	855	856	976	976	1018	1019	1237	1237	1295	1296	201
Kim ¤ ChÊn Nh¹c Chïy	0	0	4	\spr\item\equip\closeweapon\obj-adha05.spr	13	2	2	Trang bÞ HuyÒn Kim, Kim ¤ bé trang bÞ Thiªn V­¬ng Chïy Ph¸p mãn thø 7	2	99999	10	28	55	55	29	165	165	167	-30	-30	31	99	99										36	120	39	1									1278	1278	895	896	1078	1079	1198	1199	1320	1321	1295	1296	201
Kim ¤ ChÊn Nh¹c Ngoa	0	5	1	\spr\item\equip\boots\obj-shoes22.spr	26	2	2	Trang bÞ HuyÒn Kim, Kim ¤ bé trang bÞ Thiªn V­¬ng Chïy Ph¸p mãn thø 8	1	99999	10	30	160	160	31	80	80																36	120	39	1									956	957	875	876	976	976	1018	1019	1258	1259	1295	1296	201
Kim ¤ ChÊn Nh¹c Béi	0	9	1	\spr\item\equip\waist\obj-waist22.spr	36	1	2	Trang bÞ HuyÒn Kim, Kim ¤ bé trang bÞ Thiªn V­¬ng Chïy Ph¸p mãn thø 9	3	99999	10																						36	120	39	1									955	956	915	916	975	977	1218	1219	1335	1336	1295	1296	201
Kim ¤ ChÊn Nh¹c H¹ Giíi	0	3	0	\spr\item\equip\ring\obj-ring18.spr	37	1	1	Trang bÞ HuyÒn Kim, Kim ¤ bé trang bÞ Thiªn V­¬ng Chïy Ph¸p mãn thø 10	4	99999	10																						36	120	39	1									955	956	935	936	975	977	1178	1179	1335	1336	1295	1296	201
Kim ¤ ChiÕm §¶m H¹ng LiÖm	0	4	1	\spr\item\equip\nick\obj-neck22.spr	36	2	1	Trang bÞ HuyÒn Kim, Kim ¤ bé trang bÞ Thiªn V­¬ng Th­¬ng Ph¸p mãn thø 1	0	99999	10																						36	120	39	1									955	956	855	856	976	976	1018	1019	998	999	1295	1296	202
Kim ¤ ChiÕm §¶m Kh«i	0	7	4	\spr\item\equip\cap\obj-ma-cap23.spr	31	2	2	Trang bÞ HuyÒn Kim, Kim ¤ bé trang bÞ Thiªn V­¬ng Th­¬ng Ph¸p mãn thø 2	2	99999	10	30	360	360	31	85	85																36	120	39	1									956	957	895	896	975	977	1198	1199	1335	1336	1295	1296	202
Kim ¤ ChiÕm §¶m Th­îng Giíi	0	3	0	\spr\item\equip\ring\obj-ring17.spr	37	1	1	Trang bÞ HuyÒn Kim, Kim ¤ bé trang bÞ Thiªn V­¬ng Th­¬ng Ph¸p mãn thø 3	1	99999	10																						36	120	39	1									955	956	875	876	976	976	1018	1019	1335	1336	1295	1296	202
Kim ¤ ChiÕm §¶m Thóc UyÓn	0	8	1	\spr\item\equip\bangle\obj-bangle22.spr	34	1	2	Trang bÞ HuyÒn Kim, Kim ¤ bé trang bÞ Thiªn V­¬ng Th­¬ng Ph¸p mãn thø 4	3	99999	10	30	135	135	31	80	80																36	120	39	1									956	957	915	916	975	977	1218	1219	1335	1336	1295	1296	202
Kim ¤ ChiÕm §¶m Yªu §¸i	0	6	1	\spr\item\equip\sash\obj-sash22.spr	33	2	1	Trang bÞ HuyÒn Kim, Kim ¤ bé trang bÞ Thiªn V­¬ng Th­¬ng Ph¸p mãn thø 5	4	99999	10	30	160	160	31	80	80																36	120	39	1									956	957	935	936	976	976	1178	1179	1335	1336	1295	1296	202
Kim ¤ ChiÕm §¶m Kh¶i	0	2	4	\spr\item\equip\armor\obj-ma-cloth23.spr	23	2	3	Trang bÞ HuyÒn Kim, Kim ¤ bé trang bÞ Thiªn V­¬ng Th­¬ng Ph¸p mãn thø 6	0	99999	10	30	720	720	31	90	90																36	120	39	1									956	957	855	856	976	976	1018	1019	1237	1237	1295	1296	202
Kim ¤ ChiÕm §¶m Th­¬ng	0	0	3	\spr\item\equip\closeweapon\obj-spear05.spr	12	1	4	Trang bÞ HuyÒn Kim, Kim ¤ bé trang bÞ Thiªn V­¬ng Th­¬ng Ph¸p mãn thø 7	2	99999	10	28	18	18	29	158	158	167	-30	-30	31	99	99										36	120	39	1									1278	1278	895	896	1078	1079	1198	1199	1320	1321	1295	1296	202
Kim ¤ ChiÕm §¶m Ngoa	0	5	0	\spr\item\equip\boots\obj-shoes22.spr	26	2	2	Trang bÞ HuyÒn Kim, Kim ¤ bé trang bÞ Thiªn V­¬ng Th­¬ng Ph¸p mãn thø 8	1	99999	10	30	160	160	31	80	80																36	120	39	1									956	957	875	876	976	976	1018	1019	1258	1259	1295	1296	202
Kim ¤ ChiÕm §¶m Yªu Trôy	0	9	1	\spr\item\equip\waist\obj-waist22.spr	36	1	2	Trang bÞ HuyÒn Kim, Kim ¤ bé trang bÞ Thiªn V­¬ng Th­¬ng Ph¸p mãn thø 9	3	99999	10																						36	120	39	1									955	956	915	916	975	977	1218	1219	1335	1336	1295	1296	202
Kim ¤ ChiÕm §¶m H¹ Giíi	0	3	0	\spr\item\equip\ring\obj-ring18.spr	37	1	1	Trang bÞ HuyÒn Kim, Kim ¤ bé trang bÞ Thiªn V­¬ng Th­¬ng Ph¸p mãn thø 10	4	99999	10																						36	120	39	1									955	956	935	936	975	977	1178	1179	1335	1336	1295	1296	202
Kim ¤ LÞch HuyÕt H¹ng LiÖm	0	4	1	\spr\item\equip\nick\obj-neck22.spr	36	2	1	Trang bÞ HuyÒn Kim, Kim ¤ bé trang bÞ Thiªn V­¬ng §ao Ph¸p mãn thø 1	0	99999	10																						36	120	39	1									955	956	855	856	976	976	1018	1019	998	999	1295	1296	203
Kim ¤ LÞch HuyÕt Kh«i	0	7	4	\spr\item\equip\cap\obj-ma-cap23.spr	31	2	2	Trang bÞ HuyÒn Kim, Kim ¤ bé trang bÞ Thiªn V­¬ng §ao Ph¸p mãn thø 2	2	99999	10	30	360	360	31	85	85																36	120	39	1									956	957	895	896	975	977	1198	1199	1335	1336	1295	1296	203
Kim ¤ LÞch HuyÕt Th­îng Giíi	0	3	0	\spr\item\equip\ring\obj-ring17.spr	37	1	1	Trang bÞ HuyÒn Kim, Kim ¤ bé trang bÞ Thiªn V­¬ng §ao Ph¸p mãn thø 3	1	99999	10																						36	120	39	1									955	956	875	876	976	976	1018	1019	1335	1336	1295	1296	203
Kim ¤ LÞch HuyÕt Thóc UyÓn	0	8	1	\spr\item\equip\bangle\obj-bangle22.spr	34	1	2	Trang bÞ HuyÒn Kim, Kim ¤ bé trang bÞ Thiªn V­¬ng §ao Ph¸p mãn thø 4	3	99999	10	30	135	135	31	80	80																36	120	39	1									956	957	915	916	975	977	1218	1219	1335	1336	1295	1296	203
Kim ¤ LÞch HuyÕt Yªu §¸i	0	6	1	\spr\item\equip\sash\obj-sash22.spr	33	2	1	Trang bÞ HuyÒn Kim, Kim ¤ bé trang bÞ Thiªn V­¬ng §ao Ph¸p mãn thø 5	4	99999	10	30	160	160	31	80	80																36	120	39	1									956	957	935	936	976	976	1178	1179	1335	1336	1295	1296	203
Kim ¤ LÞch HuyÕt Kh¶i	0	2	4	\spr\item\equip\armor\obj-ma-cloth23.spr	23	2	3	Trang bÞ HuyÒn Kim, Kim ¤ bé trang bÞ Thiªn V­¬ng §ao Ph¸p mãn thø 6	0	99999	10	30	720	720	31	90	90																36	120	39	1									956	957	855	856	976	976	1018	1019	1237	1237	1295	1296	203
Kim ¤ LÞch HuyÕt B¶o §ao	0	0	1	\spr\item\equip\closeweapon\obj-blade25.spr	10	1	4	Trang bÞ HuyÒn Kim, Kim ¤ bé trang bÞ Thiªn V­¬ng §ao Ph¸p mãn thø 7	2	99999	10	28	40	40	29	114	114	167	-30	-30	31	99	99										36	120	39	1									1278	1278	895	896	1078	1079	1198	1199	1320	1321	1295	1296	203
Kim ¤ LÞch HuyÕt Ngoa	0	5	0	\spr\item\equip\boots\obj-shoes22.spr	26	2	2	Trang bÞ HuyÒn Kim, Kim ¤ bé trang bÞ Thiªn V­¬ng §ao Ph¸p mãn thø 8	1	99999	10	30	160	160	31	80	80																36	120	39	1									956	957	875	876	976	976	1018	1019	1258	1259	1295	1296	203
Kim ¤ LÞch HuyÕt Yªu Trôy	0	9	1	\spr\item\equip\waist\obj-waist22.spr	36	1	2	Trang bÞ HuyÒn Kim, Kim ¤ bé trang bÞ Thiªn V­¬ng §ao Ph¸p mãn thø 9	3	99999	10																						36	120	39	1									955	956	915	916	975	977	1218	1219	1335	1336	1295	1296	203
Kim ¤ LÞch HuyÕt H¹ Giíi	0	3	0	\spr\item\equip\ring\obj-ring18.spr	37	1	1	Trang bÞ HuyÒn Kim, Kim ¤ bé trang bÞ Thiªn V­¬ng §ao Ph¸p mãn thø 10	4	99999	10																						36	120	39	1									955	956	935	936	975	977	1178	1179	1335	1336	1295	1296	203
Kim ¤ V« ý Ch©u LiÖm	0	4	0	\spr\item\equip\nick\obj-neck26.spr	36	2	1	Trang bÞ HuyÒn Kim, Kim ¤ bé trang bÞ Nga My KiÕm Ph¸p mãn thø 1	4	99999	10																						36	120	39	4									955	956	935	936	976	976	1178	1179	998	999	1295	1296	204
Kim ¤ V« ý Ph¸t §¸i	0	7	10	\spr\item\equip\cap\obj-fm-cap22.spr	28	2	2	Trang bÞ HuyÒn Kim, Kim ¤ bé trang bÞ Nga My KiÕm Ph¸p mãn thø 2	0	99999	10	30	360	360	31	85	85																36	120	39	4									956	957	855	856	975	977	1018	1019	1335	1336	1295	1296	204
Kim ¤ V« ý Th­îng Giíi	0	3	0	\spr\item\equip\ring\obj-ring25.spr	37	1	1	Trang bÞ HuyÒn Kim, Kim ¤ bé trang bÞ Nga My KiÕm Ph¸p mãn thø 3	2	99999	10																						36	120	39	4									955	956	895	896	976	976	1198	1199	1335	1336	1295	1296	204
Kim ¤ V« ý Hé UyÓn	0	8	0	\spr\item\equip\bangle\obj-bangle23.spr	35	1	2	Trang bÞ HuyÒn Kim, Kim ¤ bé trang bÞ Nga My KiÕm Ph¸p mãn thø 4	1	99999	10	30	135	135	31	80	80																36	120	39	4									956	957	875	876	975	977	1018	1019	1335	1336	1295	1296	204
Kim ¤ V« ý Thóc Yªu	0	6	0	\spr\item\equip\sash\obj-sash23.spr	33	2	1	Trang bÞ HuyÒn Kim, Kim ¤ bé trang bÞ Nga My KiÕm Ph¸p mãn thø 5	3	99999	10	30	160	160	31	80	80																36	120	39	4									956	957	915	916	976	976	1218	1219	1335	1336	1295	1296	204
Kim ¤ V« ý Sa Y	0	2	10	\spr\item\equip\armor\obj-fm-cloth23.spr	24	2	3	Trang bÞ HuyÒn Kim, Kim ¤ bé trang bÞ Nga My KiÕm Ph¸p mãn thø 6	4	99999	10	30	720	720	31	90	90																36	120	39	4									956	957	935	936	976	976	1178	1179	1237	1237	1295	1296	204
Kim ¤ V« ý Tr­êng KiÕm	0	0	0	\spr\item\equip\closeweapon\obj-sword25.spr	9	1	3	Trang bÞ HuyÒn Kim, Kim ¤ bé trang bÞ Nga My KiÕm Ph¸p mãn thø 7	0	99999	10	28	46	46	29	86	86	167	-30	-30	31	99	99										36	120	39	4									1352	1352	855	856	1078	1079	1018	1019	1335	1336	1295	1296	204
Kim ¤ V« ý ?Ngoa	0	5	3	\spr\item\equip\boots\obj-shoes23.spr	27	2	2	Trang bÞ HuyÒn Kim, Kim ¤ bé trang bÞ Nga My KiÕm Ph¸p mãn thø 8	2	99999	10	30	160	160	31	80	80																36	120	39	4									956	957	895	896	976	976	1198	1199	1258	1259	1295	1296	204
Kim ¤ V« ý H­¬ng Nang	0	9	0	\spr\item\equip\waist\obj-waist27.spr	36	1	2	Trang bÞ HuyÒn Kim, Kim ¤ bé trang bÞ Nga My KiÕm Ph¸p mãn thø 9	1	99999	10																						36	120	39	4									955	956	875	876	975	977	1018	1019	1335	1336	1295	1296	204
Kim ¤ V« ý H¹ Giíi	0	3	0	\spr\item\equip\ring\obj-ring26.spr	37	1	1	Trang bÞ HuyÒn Kim, Kim ¤ bé trang bÞ Nga My KiÕm Ph¸p mãn thø 10	3	99999	10																						36	120	39	4									955	956	915	916	975	977	1218	1219	1335	1336	1295	1296	204
Kim ¤ Ng­ng S­¬ng Ch©u LiÖm	0	4	0	\spr\item\equip\nick\obj-neck26.spr	36	2	1	Trang bÞ HuyÒn Kim, Kim ¤ bé trang bÞ Nga My Ch­ëng Ph¸p mãn thø 1	4	99999	10																						36	120	39	4									955	956	935	936	976	976	1178	1179	998	999	1295	1296	205
Kim ¤ Ng­ng S­¬ng Ph¸t §¸i	0	7	10	\spr\item\equip\cap\obj-fm-cap22.spr	28	2	2	Trang bÞ HuyÒn Kim, Kim ¤ bé trang bÞ Nga My Ch­ëng Ph¸p mãn thø 2	0	99999	10	30	360	360	31	85	85																36	120	39	4									956	957	855	856	975	977	1018	1019	1335	1336	1295	1296	205
Kim ¤ Ng­ng S­¬ng Th­îng Giíi	0	3	0	\spr\item\equip\ring\obj-ring25.spr	37	1	1	Trang bÞ HuyÒn Kim, Kim ¤ bé trang bÞ Nga My Ch­ëng Ph¸p mãn thø 3	2	99999	10																						36	120	39	4									955	956	895	896	976	976	1198	1199	1335	1336	1295	1296	205
Kim ¤ Ng­ng S­¬ng Hé UyÓn	0	8	0	\spr\item\equip\bangle\obj-bangle23.spr	35	1	2	Trang bÞ HuyÒn Kim, Kim ¤ bé trang bÞ Nga My Ch­ëng Ph¸p mãn thø 4	1	99999	10	30	135	135	31	80	80																36	120	39	4									956	957	875	876	975	977	1018	1019	1335	1336	1295	1296	205
Kim ¤ Ng­ng S­¬ng Thóc Yªu	0	6	1	\spr\item\equip\sash\obj-sash23.spr	33	2	1	Trang bÞ HuyÒn Kim, Kim ¤ bé trang bÞ Nga My Ch­ëng Ph¸p mãn thø 5	3	99999	10	30	160	160	31	80	80																36	120	39	4									956	957	915	916	976	976	1218	1219	1335	1336	1295	1296	205
Kim ¤ Ng­ng S­¬ng Sam	0	2	10	\spr\item\equip\armor\obj-fm-cloth23.spr	24	2	3	Trang bÞ HuyÒn Kim, Kim ¤ bé trang bÞ Nga My Ch­ëng Ph¸p mãn thø 6	4	99999	10	30	720	720	31	90	90																36	120	39	4									956	957	935	936	976	976	1178	1179	1237	1237	1295	1296	205
Kim ¤ Ng­ng S­¬ng TriÒn Thñ	0	0	6	\spr\item\equip\closeweapon\obj-glove02.spr	9	1	2	Trang bÞ HuyÒn Kim, Kim ¤ bé trang bÞ Nga My Ch­ëng Ph¸p mãn thø 7	0	99999	10	28	60	60	29	100	100	167	-30	-30	31	99	99										36	120	39	4									1358	1358	855	856	1118	1119	1018	1019	1335	1336	1295	1296	205
Kim ¤ Ng­ng S­¬ng Ngoa	0	5	3	\spr\item\equip\boots\obj-shoes23.spr	27	2	2	Trang bÞ HuyÒn Kim, Kim ¤ bé trang bÞ Nga My Ch­ëng Ph¸p mãn thø 8	2	99999	10	30	160	160	31	80	80																36	120	39	4									956	957	895	896	976	976	1198	1199	1258	1259	1295	1296	205
Kim ¤ Ng­ng S­¬ng H­¬ng Nang	0	9	0	\spr\item\equip\waist\obj-waist27.spr	36	1	2	Trang bÞ HuyÒn Kim, Kim ¤ bé trang bÞ Nga My Ch­ëng Ph¸p mãn thø 9	1	99999	10																						36	120	39	4									955	956	875	876	975	977	1018	1019	1335	1336	1295	1296	205
Kim ¤ Ng­ng S­¬ng H¹ Giíi	0	3	0	\spr\item\equip\ring\obj-ring26.spr	37	1	1	Trang bÞ HuyÒn Kim, Kim ¤ bé trang bÞ Nga My Ch­ëng Ph¸p mãn thø 10	3	99999	10																						36	120	39	4									955	956	915	916	975	977	1218	1219	1335	1336	1295	1296	205
Kim ¤ §inh H­¬ng Ch©u LiÖm	0	4	0	\spr\item\equip\nick\obj-neck26.spr	36	2	1	Trang bÞ HuyÒn Kim, Kim ¤ bé trang bÞ Thóy Yªn §ao Ph¸p mãn thø 1	4	99999	10																						36	120	39	5									955	956	855	856	976	976	1018	1019	998	999	1295	1296	206
Kim ¤ §inh H­¬ng Tr©m	0	7	9	\spr\item\equip\cap\obj-fm-cap22.spr	28	2	2	Trang bÞ HuyÒn Kim, Kim ¤ bé trang bÞ Thóy Yªn §ao Ph¸p mãn thø 2	0	99999	10	30	360	360	31	85	85																36	120	39	5									956	957	895	896	975	977	1198	1199	1335	1336	1295	1296	206
Kim ¤ §inh H­¬ng Th­îng Giíi	0	3	0	\spr\item\equip\ring\obj-ring25.spr	37	1	1	Trang bÞ HuyÒn Kim, Kim ¤ bé trang bÞ Thóy Yªn §ao Ph¸p mãn thø 3	2	99999	10																						36	120	39	5									955	956	875	876	976	976	1018	1019	1335	1336	1295	1296	206
Kim ¤ §inh H­¬ng Tô	0	8	0	\spr\item\equip\bangle\obj-bangle23.spr	35	1	2	Trang bÞ HuyÒn Kim, Kim ¤ bé trang bÞ Thóy Yªn §ao Ph¸p mãn thø 4	1	99999	10	30	135	135	31	80	80																36	120	39	5									956	957	915	916	975	977	1218	1219	1335	1336	1295	1296	206
Kim ¤ §inh H­¬ng Thóc Yªu	0	6	0	\spr\item\equip\sash\obj-sash23.spr	32	2	1	Trang bÞ HuyÒn Kim, Kim ¤ bé trang bÞ Thóy Yªn §ao Ph¸p mãn thø 5	3	99999	10	30	160	160	31	80	80																36	120	39	5									956	957	935	936	976	976	1178	1179	1335	1336	1295	1296	206
Kim ¤ §inh H­¬ng Sam	0	2	9	\spr\item\equip\armor\obj-fm-cloth23.spr	24	2	3	Trang bÞ HuyÒn Kim, Kim ¤ bé trang bÞ Thóy Yªn §ao Ph¸p mãn thø 6	4	99999	10	30	720	720	31	90	90																36	120	39	5									956	957	855	856	976	976	1018	1019	1236	1236	1295	1296	206
Kim ¤ §inh H­¬ng §ao	0	0	1	\spr\item\equip\closeweapon\obj-blade25.spr	10	1	4	Trang bÞ HuyÒn Kim, Kim ¤ bé trang bÞ Thóy Yªn §ao Ph¸p mãn thø 7	0	99999	10	28	40	40	29	114	114	167	-30	-30	31	99	99										36	120	39	5									1352	1352	895	896	1078	1079	1198	1199	1335	1336	1295	1296	206
Kim ¤ §inh H­¬ng Ngoa	0	5	3	\spr\item\equip\boots\obj-shoes23.spr	27	2	2	Trang bÞ HuyÒn Kim, Kim ¤ bé trang bÞ Thóy Yªn §ao Ph¸p mãn thø 8	2	99999	10	30	160	160	31	80	80																36	120	39	5									956	957	875	876	976	976	1018	1019	1258	1259	1295	1296	206
Kim ¤ §inh H­¬ng H­¬ng Nang	0	9	0	\spr\item\equip\waist\obj-waist27.spr	36	1	2	Trang bÞ HuyÒn Kim, Kim ¤ bé trang bÞ Thóy Yªn §ao Ph¸p mãn thø 9	1	99999	10																						36	120	39	5									955	956	915	916	975	977	1218	1219	1335	1336	1295	1296	206
Kim ¤ §inh H­¬ng H¹ Giíi	0	3	0	\spr\item\equip\ring\obj-ring26.spr	37	1	1	Trang bÞ HuyÒn Kim, Kim ¤ bé trang bÞ Thóy Yªn §ao Ph¸p mãn thø 10	3	99999	10																						36	120	39	5									955	956	935	936	975	977	1178	1179	1335	1336	1295	1296	206
Kim ¤ Anh L¹c Ch©u LiÖm	0	4	0	\spr\item\equip\nick\obj-neck26.spr	36	2	1	Trang bÞ HuyÒn Kim, Kim ¤ bé trang bÞ Thóy Yªn Song §ao mãn thø 1	0	99999	10																						36	120	39	5									955	956	855	856	976	976	1018	1019	998	999	1295	1296	207
Kim ¤ Anh L¹c Tr©m	0	7	9	\spr\item\equip\cap\obj-fm-cap22.spr	28	2	2	Trang bÞ HuyÒn Kim, Kim ¤ bé trang bÞ Thóy Yªn Song §ao mãn thø 2	2	99999	10	30	360	360	31	85	85																36	120	39	5									956	957	895	896	975	977	1198	1199	1335	1336	1295	1296	207
Kim ¤ Anh L¹c Th­îng Giíi	0	3	0	\spr\item\equip\ring\obj-ring25.spr	37	1	1	Trang bÞ HuyÒn Kim, Kim ¤ bé trang bÞ Thóy Yªn Song §ao mãn thø 3	1	99999	10																						36	120	39	5									955	956	875	876	976	976	1018	1019	1335	1336	1295	1296	207
Kim ¤ Anh L¹c Tô	0	8	0	\spr\item\equip\bangle\obj-bangle23.spr	35	1	2	Trang bÞ HuyÒn Kim, Kim ¤ bé trang bÞ Thóy Yªn Song §ao mãn thø 4	3	99999	10	30	135	135	31	80	80																36	120	39	5									956	957	915	916	975	977	1218	1219	1335	1336	1295	1296	207
Kim ¤ Anh L¹c Yªu §¸i	0	6	0	\spr\item\equip\sash\obj-sash23.spr	33	2	1	Trang bÞ HuyÒn Kim, Kim ¤ bé trang bÞ Thóy Yªn Song §ao mãn thø 5	4	99999	10	30	160	160	31	80	80																36	120	39	5									956	957	935	936	976	976	1178	1179	1335	1336	1295	1296	207
Kim ¤ Anh L¹c Sam	0	2	9	\spr\item\equip\armor\obj-fm-cloth23.spr	24	2	3	Trang bÞ HuyÒn Kim, Kim ¤ bé trang bÞ Thóy Yªn Song §ao mãn thø 6	0	99999	10	30	720	720	31	90	90																36	120	39	5									956	957	855	856	976	976	1018	1019	1236	1236	1295	1296	207
Kim ¤ Anh L¹c Uyªn ¦¬ng §ao	0	0	5	\spr\item\equip\closeweapon\obj-adsd15.spr	14	2	3	Trang bÞ HuyÒn Kim, Kim ¤ bé trang bÞ Thóy Yªn Song §ao mãn thø 7	2	99999	10	28	62	62	29	92	92	167	-30	-30	31	99	99										36	120	39	5									1358	1358	895	896	1118	1119	1198	1199	1335	1336	1295	1296	207
Kim ¤ Anh L¹c Ngoa	0	5	3	\spr\item\equip\boots\obj-shoes23.spr	27	2	2	Trang bÞ HuyÒn Kim, Kim ¤ bé trang bÞ Thóy Yªn Song §ao mãn thø 8	1	99999	10	30	160	160	31	80	80																36	120	39	5									956	957	875	876	976	976	1018	1019	1258	1259	1295	1296	207
Kim ¤ Anh L¹c H­¬ng Nang	0	9	0	\spr\item\equip\waist\obj-waist27.spr	36	1	2	Trang bÞ HuyÒn Kim, Kim ¤ bé trang bÞ Thóy Yªn Song §ao mãn thø 9	3	99999	10																						36	120	39	5									955	956	915	916	975	977	1218	1219	1335	1336	1295	1296	207
Kim ¤ Anh L¹c H¹ Giíi	0	3	0	\spr\item\equip\ring\obj-ring26.spr	37	1	1	Trang bÞ HuyÒn Kim, Kim ¤ bé trang bÞ Thóy Yªn Song §ao mãn thø 10	4	99999	10																						36	120	39	5									955	956	935	936	975	977	1178	1179	1335	1336	1295	1296	207
Kim ¤ U Minh H¹ng LiÖm	0	4	1	\spr\item\equip\nick\obj-neck23.spr	36	2	1	Trang bÞ HuyÒn Kim, Kim ¤ bé trang bÞ Ngò §éc Ch­ëng Ph¸p mãn thø 1	0	99999	10																						36	120	39	3									955	956	855	856	976	976	1018	1019	998	999	1295	1296	208
Kim ¤ U Minh Ph¸t §¸i	0	7	2	\spr\item\equip\cap\obj-ma-cap24.spr	28	2	2	Trang bÞ HuyÒn Kim, Kim ¤ bé trang bÞ Ngò §éc Ch­ëng Ph¸p mãn thø 2	2	99999	10	30	360	360	31	85	85																36	120	39	3									956	957	895	896	975	977	1198	1199	1335	1336	1295	1296	208
Kim ¤ U Minh Th­îng Giíi	0	3	0	\spr\item\equip\ring\obj-ring19.spr	37	1	1	Trang bÞ HuyÒn Kim, Kim ¤ bé trang bÞ Ngò §éc Ch­ëng Ph¸p mãn thø 3	1	99999	10																						36	120	39	3									955	956	875	876	976	976	1018	1019	1335	1336	1295	1296	208
Kim ¤ U Minh Hé UyÓn	0	8	1	\spr\item\equip\bangle\obj-bangle24.spr	34	1	2	Trang bÞ HuyÒn Kim, Kim ¤ bé trang bÞ Ngò §éc Ch­ëng Ph¸p mãn thø 4	3	99999	10	30	135	135	31	80	80																36	120	39	3									956	957	915	916	975	977	1218	1219	1335	1336	1295	1296	208
